dataset,type,model,rho,r
COX3,Mitochondria,mtMet,0.991018547260924,0.9962496370246111
COX3,Mitochondria,HIVb,0.9921969847698047,0.9977069087711008
COX3,Mitochondria,JC,0.9955548295335163,0.9988497448919929
CYTB,Mitochondria,LG,0.9970579846323816,0.9991640634804397
CYTB,Mitochondria,WAG,0.9968991898722952,0.9994317509313155
CYTB,Mitochondria,JTT,0.9968279132375557,0.9995937704421745
CYTB,Mitochondria,gcpREV,0.9974406322463701,0.9991490412390213
CYTB,Mitochondria,mtMet,0.9963101952738378,0.9984784751114106
CYTB,Mitochondria,HIVb,0.9969203969049326,0.9994312535126318
CYTB,Mitochondria,JC,0.9947047901068843,0.9978493705319191
ENSG00000007312,GPCR,LG,0.9999386510787972,0.9999929109973424
ENSG00000007312,GPCR,WAG,0.9999424527125899,0.9999952695000722
ENSG00000007312,GPCR,JTT,0.9999465164092718,0.9999967131031816
ENSG00000007312,GPCR,gcpREV,0.999929999491382,0.999985521023107
ENSG00000007312,GPCR,mtMet,0.9999470407998204,0.9999891233414498
ENSG00000007312,GPCR,HIVb,0.9999373403361441,0.9997082086605874
ENSG00000007312,GPCR,JC,0.9999659112780701,0.9998567456737888
ENSG00000007908,GPCR,LG,0.9999727429853997,0.9999981899689387
ENSG00000007908,GPCR,WAG,0.999981905828947,0.9999992319607623
ENSG00000007908,GPCR,JTT,0.9999773377627177,0.9999989191199281
ENSG00000007908,GPCR,gcpREV,0.9999641500350429,0.9999978729675227
ENSG00000007908,GPCR,mtMet,0.9999615944146865,0.9999969495304054
ENSG00000007908,GPCR,HIVb,0.9999482107794925,0.9999981303642133
ENSG00000007908,GPCR,JC,0.9999724669299671,0.9999381685763009
ENSG00000011677,GPCR,LG,0.9999775767295003,0.9999976303045259
ENSG00000011677,GPCR,WAG,0.9999863711766342,0.9999984333538263
ENSG00000011677,GPCR,JTT,0.9999802510624827,0.9999982637423118
ENSG00000011677,GPCR,gcpREV,0.9999853940164635,0.9999973340198455
ENSG00000011677,GPCR,mtMet,0.999976136700505,0.9999959138791781
ENSG00000011677,GPCR,HIVb,0.9999566449083884,0.9999974186232549
ENSG00000011677,GPCR,JC,0.9999871426121915,0.9999982231812266
ENSG00000022355,GPCR,LG,0.9998864907379982,0.9999954434710718
ENSG00000022355,GPCR,WAG,0.9999082429450229,0.9999968793061601
ENSG00000022355,GPCR,JTT,0.9998913200338787,0.9999941018231436
ENSG00000022355,GPCR,gcpREV,0.9999131940322793,0.9999948713028396
ENSG00000022355,GPCR,mtMet,0.9998522391051307,0.9999894193302945
ENSG00000022355,GPCR,HIVb,0.9998022820675193,0.9999837201455087
ENSG00000022355,GPCR,JC,0.9993474107546529,0.9999941065837304
ENSG00000036828,GPCR,LG,0.9999834747948683,0.9999952262695891
ENSG00000036828,GPCR,WAG,0.999981981059079,0.99999652423849394
ENSG00000036828,GPCR,JTT,0.9999906186139401,0.9999966771080846
ENSG00000036828,GPCR,gcpREV,0.9999807362799064,0.9999797099573516
ENSG00000036828,GPCR,mtMet,0.9999739932189421,0.9999907504112076
ENSG00000036828,GPCR,HIVb,0.9999819901678767,0.9999944740062054
ENSG00000036828,GPCR,JC,0.9999451505681027,0.9999673603954032
ENSG00000049249,GPCR,LG,0.9998370162081099,0.999995412646438
ENSG00000049249,GPCR,WAG,0.9999216604550928,0.9999949631083387
ENSG00000049249,GPCR,JTT,0.9999333309277111,0.9999700568837209
ENSG00000049249,GPCR,gcpREV,0.9998559303575415,0.9999138599212434
ENSG00000049249,GPCR,mtMet,0.9998289675799802,0.9998570785283057
ENSG00000049249,GPCR,HIVb,0.9999156240063085,0.999964877031653
ENSG00000049249,GPCR,JC,0.999931854861274,0.9999807470268053
ENSG00000075073,GPCR,LG,0.999857341708047,0.9999915711730769
ENSG00000075073,GPCR,WAG,0.999871116901315,0.9999944263394452
ENSG00000075073,GPCR,JTT,0.9998930062709448,0.9999946371316216
ENSG00000075073,GPCR,gcpREV,0.9998349334504691,0.9999906881355918
ENSG00000075073,GPCR,mtMet,0.9998591343983371,0.9999878593056691
ENSG00000075073,GPCR,HIVb,0.9998440854830483,0.9999910039469005
ENSG00000075073,GPCR,JC,0.999879230927668,0.9999351630134703
ENSG00000078549,GPCR,LG,0.9999961565492511,0.9999997867376277
ENSG00000078549,GPCR,WAG,0.9999946341420165,0.9999998706633748
ENSG00000078549,GPCR,JTT,0.9999931866091665,0.9999998764537049
ENSG00000078549,GPCR,gcpREV,0.9999954577402377,0.9999996688676989
ENSG00000078549,GPCR,mtMet,0.999995133290408,0.9999997169731639
ENSG00000078549,GPCR,HIVb,0.9999915394174674,0.9999997435707411
ENSG00000078549,GPCR,JC,0.9999781621630852,0.999999494131169
ENSG00000082556,GPCR,LG,0.9999841348855301,0.9999969755748137
ENSG00000082556,GPCR,WAG,0.9999930099201161,0.9999983966823006
ENSG00000082556,GPCR,JTT,0.999993088461832,0.999998553080621
ENSG00000082556,GPCR,gcpREV,0.9999871194140275,0.999996760397853
ENSG00000082556,GPCR,mtMet,0.999973610494365,0.9999955853890883
ENSG00000082556,GPCR,HIVb,0.9999933240828963,0.9999974688007751
ENSG00000082556,GPCR,JC,0.9999472991695874,0.9999985812651973
ENSG00000089692,GPCR,LG,0.9999195543718936,0.9999899126489812
ENSG00000089692,GPCR,WAG,0.9999150370021009,0.9999847290802005
ENSG00000089692,GPCR,JTT,0.9999323896646423,0.9999885379468376
ENSG00000089692,GPCR,gcpREV,0.9998522107782418,0.9998874181988417
ENSG00000089692,GPCR,mtMet,0.999898584505414,0.9999858837259451
ENSG00000089692,GPCR,HIVb,0.9999311561461797,0.999992589812946
ENSG00000089692,GPCR,JC,0.9999071520763557,0.9998351837738957
ENSG00000092421,GPCR,LG,0.9999903640221918,0.9999997357062955
ENSG00000092421,GPCR,WAG,0.9999938539853276,0.999999838482197
ENSG00000092421,GPCR,JTT,0.9999899601971729,0.9999997692685436
ENSG00000092421,GPCR,gcpREV,0.9999860007459713,0.9999994710895053
ENSG00000092421,GPCR,mtMet,0.9999872187866314,0.9999996143388258
ENSG00000092421,GPCR,HIVb,0.9999768309720759,0.999999274747121
ENSG00000092421,GPCR,JC,0.9999719094599345,0.9999999247317969
ENSG00000094755,GPCR,LG,0.9999969088080203,0.9999997160361551
ENSG00000094755,GPCR,WAG,0.9999972460298585,0.9999997826010514
ENSG00000094755,GPCR,JTT,0.9999956161294127,0.9999997436215321
ENSG00000094755,GPCR,gcpREV,0.999997583250964,0.9999996136962913
ENSG00000094755,GPCR,mtMet,0.9999960095534678,0.9999995397202667
ENSG00000094755,GPCR,HIVb,0.9999971336223452,0.9999993670279435
ENSG00000094755,GPCR,JC,0.9999917942907941,0.9999996309919776
ENSG00000101958,GPCR,LG,0.9999951857911514,0.9999995197125556
ENSG00000101958,GPCR,WAG,0.9999979539610004,0.9999996232073591
ENSG00000101958,GPCR,JTT,0.9999913344240726,0.999999380141679
ENSG00000101958,GPCR,gcpREV,0.9999951857911514,0.9999992169217484
ENSG00000101958,GPCR,mtMet,0.9999903715823029,0.9999987234277281
ENSG00000101958,GPCR,HIVb,0.9999961486329212,0.9999987420054371
ENSG00000101958,GPCR,JC,0.9999931397515724,0.9999998024655876
ENSG00000102076,GPCR,LG,0.9999815895205663,0.9999977294091046
ENSG00000102076,GPCR,WAG,0.9999846579381887,0.9999986107096657
ENSG00000102076,GPCR,JTT,0.99997842521737,0.999998748549138
ENSG00000102076,GPCR,gcpREV,0.9999714733497184,0.9999976114792052
ENSG00000102076,GPCR,mtMet,0.9999327346638521,0.9999967513761047
ENSG00000102076,GPCR,HIVb,0.9999625078400372,0.9999965809245922
ENSG00000102076,GPCR,JC,0.9999296171565909,0.9999899629094849
ENSG00000102239,GPCR,LG,0.9999722109182143,0.9999981202416263
ENSG00000102239,GPCR,WAG,0.9999776667642805,0.9999986892369278
ENSG00000102239,GPCR,JTT,0.9999686416879453,0.9999986311566647
ENSG00000102239,GPCR,gcpREV,0.9999741485134771,0.999998246734086
ENSG00000102239,GPCR,mtMet,0.9999404956604525,0.9999975606223218
ENSG00000102239,GPCR,HIVb,0.9999648175125165,0.9999981293628197
ENSG00000102239,GPCR,JC,0.9999599225046256,0.9999986270911972
ENSG00000102468,GPCR,LG,0.999974721645026,0.9999973431521623
ENSG00000102468,GPCR,WAG,0.9999826751630119,0.9999984175642396
ENSG00000102468,GPCR,JTT,0.9999801853647036,0.9999986649958815
ENSG00000102468,GPCR,gcpREV,0.9999780413727517,0.9999978172516057
ENSG00000102468,GPCR,mtMet,0.9999677709630372,0.9999970603325311
ENSG00000102468,GPCR,HIVb,0.9999776955706976,0.9999984424710315
ENSG00000102468,GPCR,JC,0.9999649353005283,0.9999985066092496
ENSG00000104290,GPCR,LG,0.9999802175130097,0.9999970652775335
ENSG00000104290,GPCR,WAG,0.9999860254472298,0.9999979752617804
ENSG00000104290,GPCR,JTT,0.9999799131640006,0.9999982652612907
ENSG00000104290,GPCR,gcpREV,0.9999776559272147,0.9999959593497945
ENSG00000104290,GPCR,mtMet,0.9999761341747644,0.9999963045297898
ENSG00000104290,GPCR,HIVb,0.9999878515237071,0.9999970536190627
ENSG00000104290,GPCR,JC,0.9999894492867861,0.9999915564252023
ENSG00000105976,GPCR,LG,0.9999959991771723,0.999999458118677
ENSG00000105976,GPCR,WAG,0.999997562506337,0.9999996363056073
ENSG00000105976,GPCR,JTT,0.9999974481157252,0.9999996202596636
ENSG00000105976,GPCR,gcpREV,0.9999958042908818,0.9999992818263508
ENSG00000105976,GPCR,mtMet,0.9999942409622654,0.9999992413388314
ENSG00000105976,GPCR,HIVb,0.9999964595615682,0.9999994537914394
ENSG00000105976,GPCR,JC,0.9999862717880621,0.9999991993514904
ENSG00000106128,GPCR,LG,0.9999129147566788,0.9999773420867258
ENSG00000106128,GPCR,WAG,0.9999397797054705,0.9999840669863878
ENSG00000106128,GPCR,JTT,0.9999273284063867,0.9999796215013125
ENSG00000106128,GPCR,gcpREV,0.9999124624516368,0.9999451943866394
ENSG00000106128,GPCR,mtMet,0.9998844654825741,0.9999769818766864
ENSG00000106128,GPCR,HIVb,0.999884063025322,0.9999586844468158
ENSG00000106128,GPCR,JC,0.9997525407539885,0.9997278598090353
ENSG00000107779,GPCR,LG,0.9999956446738396,0.9999996156299854
ENSG00000107779,GPCR,WAG,0.9999927851191146,0.9999996304435848
ENSG00000107779,GPCR,JTT,0.9999932690356824,0.9999996470716516
ENSG00000107779,GPCR,gcpREV,0.9999922571975948,0.9999995078818221
ENSG00000107779,GPCR,mtMet,0.9999957326617286,0.999999517875668
ENSG00000107779,GPCR,HIVb,0.9999922572003196,0.9999994940348227
ENSG00000107779,GPCR,JC,0.9999815228483899,0.9999969124306416
ENSG00000108556,GPCR,LG,0.9999900625296785,0.9999911250551732
ENSG00000108556,GPCR,WAG,0.9999910513327027,0.999998216753015
ENSG00000108556,GPCR,JTT,0.9999870219604009,0.9999986704342341
ENSG00000108556,GPCR,gcpREV,0.9999750821732096,0.9999982358406324
ENSG00000108556,GPCR,mtMet,0.999974958568544,0.999967413450903
ENSG00000108556,GPCR,HIVb,0.9999759226495092,0.9999968015489605
ENSG00000108556,GPCR,JC,0.9999758731452264,0.9999962498861701
ENSG00000108947,GPCR,LG,0.9999856587193003,0.9999996669210841
ENSG00000108947,GPCR,WAG,0.999981207975274,0.99999981607076
ENSG00000108947,GPCR,JTT,0.9999729988220561,0.9999997256840696
ENSG00000108947,GPCR,gcpREV,0.9999750758456061,0.9999991906648782
ENSG00000108947,GPCR,mtMet,0.9999628115864853,0.9999990229681427
ENSG00000108947,GPCR,HIVb,0.9999731966514651,0.9999991900526937
ENSG00000108947,GPCR,JC,0.9999710203113854,0.9999998824223351
ENSG00000109163,GPCR,LG,0.9999593083246054,0.9999995189278087
ENSG00000109163,GPCR,WAG,0.999945335307934,0.9999996201591954
ENSG00000109163,GPCR,JTT,0.9999662004213765,0.9999996828411577
ENSG00000109163,GPCR,gcpREV,0.9999579865373803,0.9999994889323758
ENSG00000109163,GPCR,mtMet,0.9999560038921217,0.9999990735530098
ENSG00000109163,GPCR,HIVb,0.9999603468630014,0.9999994482245266
ENSG00000109163,GPCR,JC,0.9999712986763769,0.9999996331849147
ENSG00000109991,GPCR,LG,0.9999824646287883,0.9999996882437189
ENSG00000109991,GPCR,WAG,0.9999911194147829,0.9999998182382258
ENSG00000109991,GPCR,JTT,0.999989614250693,0.9999997215652657
ENSG00000109991,GPCR,gcpREV,0.9999869049208561,0.9999994748215656
ENSG00000109991,GPCR,mtMet,0.9999804326375787,0.9999989114466595
ENSG00000109991,GPCR,HIVb,0.9999848729280917,0.99999918071363
ENSG00000109991,GPCR,JC,0.9999826151013023,0.9999998552570073
ENSG00000110195,GPCR,LG,0.9998967379673681,0.9999963009360413
ENSG00000110195,GPCR,WAG,0.9998920820303083,0.9999970852325939
ENSG00000110195,GPCR,JTT,0.9999077127068434,0.9999968354922791
ENSG00000110195,GPCR,gcpREV,0.9999060498727321,0.999994668570867
ENSG00000110195,GPCR,mtMet,0.9999002299035589,0.9999951061308416
ENSG00000110195,GPCR,HIVb,0.9998654766757921,0.9999952711473539
ENSG00000110195,GPCR,JC,0.9999198513825691,0.9999970437774387
ENSG00000110848,GPCR,LG,0.9999331825228608,0.9999986839403793
ENSG00000110848,GPCR,WAG,0.9999794407565032,0.9999950739351392
ENSG00000110848,GPCR,JTT,0.9999511718122582,0.9999995172317672
ENSG00000110848,GPCR,gcpREV,0.9999335037821444,0.9999988663688727
ENSG00000110848,GPCR,mtMet,0.9999547054461225,0.9999982849822301
ENSG00000110848,GPCR,HIVb,0.9999457108173156,0.9999991144766961
ENSG00000110848,GPCR,JC,0.9999852230296653,0.9999998236007831
ENSG00000111291,GPCR,LG,0.9998204677065899,0.999992530317753
ENSG00000111291,GPCR,WAG,0.9998648894585179,0.9999954451807337
ENSG00000111291,GPCR,JTT,0.9999126599593983,0.9999957927807526
ENSG00000111291,GPCR,gcpREV,0.9998372111748937,0.9999926431532492
ENSG00000111291,GPCR,mtMet,0.999817187342184,0.9999904566200816
ENSG00000111291,GPCR,HIVb,0.9997845202137403,0.9999910251104475
ENSG00000111291,GPCR,JC,0.9998022886270893,0.9999929216817206
ENSG00000112964,GPCR,LG,0.9999531860825678,0.9999982928041917
ENSG00000112964,GPCR,WAG,0.9999611561304279,0.9999987473563233
ENSG00000112964,GPCR,JTT,0.9999582881194694,0.9999988063837933
ENSG00000112964,GPCR,gcpREV,0.9999117459321397,0.9999973884295739
ENSG00000112964,GPCR,mtMet,0.999918518442502,0.9999977493434258
ENSG00000112964,GPCR,HIVb,0.9998691887368054,0.9999709610980352
ENSG00000112964,GPCR,JC,0.9999273939806058,0.999997325729927
ENSG00000113070,GPCR,LG,0.9999608390375445,0.9999977760122823
ENSG00000113070,GPCR,WAG,0.9999882517263436,0.9999993122822238
ENSG00000113070,GPCR,JTT,0.9999898834083871,0.9999984922845362
ENSG00000113070,GPCR,gcpREV,0.9999689975808856,0.99999671861796
ENSG00000113070,GPCR,mtMet,0.9999637761208153,0.9999969250208542
ENSG00000113070,GPCR,HIVb,0.9999879253815216,0.9999984437358477
ENSG00000113070,GPCR,JC,0.9999229829883364,0.9999936576892006
ENSG00000115221,GPCR,LG,0.9999967934605729,0.9999998721783462
ENSG00000115221,GPCR,WAG,0.9999976890530347,0.9999999274403929
ENSG00000115221,GPCR,JTT,0.9999972412567291,0.9999999271775287
ENSG00000115221,GPCR,gcpREV,0.9999961537528126,0.9999997369608299
ENSG00000115221,GPCR,mtMet,0.9999930431692541,0.9999997050833476
ENSG00000115221,GPCR,HIVb,0.9999952341715413,0.999999816236536
ENSG00000115221,GPCR,JC,0.9999900765130154,0.9999998312430464
ENSG00000115353,GPCR,LG,0.9999936835296773,0.9999997391412266
ENSG00000115353,GPCR,WAG,0.999997052313268,0.9999998611781836
ENSG00000115353,GPCR,JTT,0.9999941748086608,0.9999998518471526
ENSG00000115353,GPCR,gcpREV,0.9999932624363845,0.999999687431032
ENSG00000115353,GPCR,mtMet,0.9999889812753996,0.9999996202218492
ENSG00000115353,GPCR,HIVb,0.9999925606037973,0.9999994551035022
ENSG00000115353,GPCR,JC,0.999992911518192,0.9999998761059399
ENSG00000116329,GPCR,LG,0.9999691626330591,0.9999992499067779
ENSG00000116329,GPCR,WAG,0.9999624149717881,0.9999996005418155
ENSG00000116329,GPCR,JTT,0.9999478476366518,0.9999994646622986
ENSG00000116329,GPCR,gcpREV,0.9999595141189782,0.9999989605531716
ENSG00000116329,GPCR,mtMet,0.9999678383107334,0.999998116674624
ENSG00000116329,GPCR,HIVb,0.9999447575829365,0.9999987325753779
ENSG00000116329,GPCR,JC,0.9999000457971975,0.9999997269495172
ENSG00000116824,GPCR,LG,0.9999113323350254,0.9998661024526218
ENSG00000116824,GPCR,WAG,0.999888621299406,0.9997597891502052
ENSG00000116824,GPCR,JTT,0.9998978235928331,0.9997861550195835
ENSG00000116824,GPCR,gcpREV,0.9994384829947592,0.9994283587076658
ENSG00000116824,GPCR,mtMet,0.9999037166637122,0.9998605552408278
ENSG00000116824,GPCR,HIVb,0.9999248409943812,0.9997311668202978
ENSG00000116824,GPCR,JC,0.9998785573186413,0.9999302132125449
ENSG00000117400,GPCR,LG,0.9998264211967037,0.9999972273467421
ENSG00000117400,GPCR,WAG,0.9999080720828374,0.9999981403541826
ENSG00000117400,GPCR,JTT,0.9998920178845438,0.9999983441036304
ENSG00000117400,GPCR,gcpREV,0.99983168405363,0.9999959464478947
ENSG00000117400,GPCR,mtMet,0.9997868471911311,0.9999942076352842
ENSG00000117400,GPCR,HIVb,0.9998741294446106,0.9999973359142466
ENSG00000117400,GPCR,JC,0.9998496237624086,0.9998813971681745
ENSG00000118432,GPCR,LG,0.999998360381703,0.9999996770594749
ENSG00000118432,GPCR,WAG,0.9999999999999999,0.9999997580106554
ENSG00000118432,GPCR,JTT,0.9999981261506604,0.9999992838826282
ENSG00000118432,GPCR,gcpREV,0.9999980480734553,0.9999991739504184
ENSG00000118432,GPCR,mtMet,0.999998360381703,0.9999997099813915
ENSG00000118432,GPCR,HIVb,0.9999977357652076,0.9999993026302404
ENSG00000118432,GPCR,JC,0.9999969549941378,0.9999995957317188
ENSG00000119737,GPCR,LG,0.9999882057868745,0.9999994618771657
ENSG00000119737,GPCR,WAG,0.9999882057885536,0.9999996383588518
ENSG00000119737,GPCR,JTT,0.9999763639130145,0.9999995938885555
ENSG00000119737,GPCR,gcpREV,0.9999739812479181,0.9999994547053027
ENSG00000119737,GPCR,mtMet,0.9999919704036706,0.9999993017303421
ENSG00000119737,GPCR,HIVb,0.9999845126505209,0.9999992745853984
ENSG00000119737,GPCR,JC,0.999969239677989,0.9999996127441808
ENSG00000120217,GPCR,LG,0.9996767991741778,0.9999866311432314
ENSG00000120217,GPCR,WAG,0.9997153559662434,0.9999907360798624
ENSG00000120217,GPCR,JTT,0.9997256796697919,0.9999906814796619
ENSG00000120217,GPCR,gcpREV,0.9996517271007769,0.9999849790183898
ENSG00000120217,GPCR,mtMet,0.9995163576155717,0.9999773894228806
ENSG00000120217,GPCR,HIVb,0.9996733229357168,0.9999874251510429
ENSG00000120217,GPCR,JC,0.999719464063647,0.999905902405335
ENSG00000120659,GPCR,LG,0.9999728473540657,0.9999993789983133
ENSG00000120659,GPCR,WAG,0.9999840729960325,0.9999995955225174
ENSG00000120659,GPCR,JTT,0.999970352758997,0.9999995647960334
ENSG00000120659,GPCR,gcpREV,0.9999662270943903,0.9999991512103086
ENSG00000120659,GPCR,mtMet,0.9999547136125501,0.9999991118482959
ENSG00000120659,GPCR,HIVb,0.9999746703159323,0.9999994116942088
ENSG00000120659,GPCR,JC,0.999980235083993,0.9999997863112047
ENSG00000120907,GPCR,LG,0.9997715301186262,0.9999922724423148
ENSG00000120907,GPCR,WAG,0.999823698015791,0.9999942797677035
ENSG00000120907,GPCR,JTT,0.9997585293135206,0.9999947721349276
ENSG00000120907,GPCR,gcpREV,0.9998080575379997,0.9999922626656933
ENSG00000120907,GPCR,mtMet,0.9998015241951954,0.9999909010793174
ENSG00000120907,GPCR,HIVb,0.9998384806316836,0.9999926215094374
ENSG00000120907,GPCR,JC,0.9998447168846635,0.999993394558974
ENSG00000121594,GPCR,LG,0.998844579201596,0.9990703277437085
ENSG00000121594,GPCR,WAG,0.9996168460297067,0.9999851107786875
ENSG00000121594,GPCR,JTT,0.9996128964978181,0.9995113558020251
ENSG00000121594,GPCR,gcpREV,0.9988674736684338,0.9998259447848461
ENSG00000121594,GPCR,mtMet,0.9991626708503918,0.9999542247462722
ENSG00000121594,GPCR,HIVb,0.9992927985877861,0.9998980306989015
ENSG00000121594,GPCR,JC,0.9996443546393462,0.9998687292669474
ENSG00000121853,GPCR,LG,0.999956397768226,0.9999966791998424
ENSG00000121853,GPCR,WAG,0.999980788001146,0.9999984468944084
ENSG00000121853,GPCR,JTT,0.9999798874269065,0.9999985132718757
ENSG00000121853,GPCR,gcpREV,0.99997966230267,0.9999968458821682
ENSG00000121853,GPCR,mtMet,0.9999731332284292,0.9999942884954158
ENSG00000121853,GPCR,HIVb,0.99996202628926,0.9999969255765048
ENSG00000121853,GPCR,JC,0.9999392119804147,0.9999988614216861
ENSG00000121966,GPCR,LG,0.9999940202434692,0.9999975154429198
ENSG00000121966,GPCR,WAG,0.9999913625758374,0.9999987509319962
ENSG00000121966,GPCR,JTT,0.9999882619620021,0.9999986234292496
ENSG00000121966,GPCR,gcpREV,0.9999871545913921,0.9999976521258617
ENSG00000121966,GPCR,mtMet,0.9999885941668416,0.9999946854966376
ENSG00000121966,GPCR,HIVb,0.9999872653319098,0.9999978719302909
ENSG00000121966,GPCR,JC,0.9999951276057897,0.9999992669877101
ENSG00000122375,GPCR,LG,0.9999414018734949,0.9999705829132467
ENSG00000122375,GPCR,WAG,0.9999601604735536,0.9999950405322656
ENSG00000122375,GPCR,JTT,0.9999526174186674,0.9999935439717333
ENSG00000122375,GPCR,gcpREV,0.9999454344396169,0.9999901834077539
ENSG00000122375,GPCR,mtMet,0.9999240654066371,0.9999596240455136
ENSG00000122375,GPCR,HIVb,0.9999549937576349,0.9999887593474749
ENSG00000122375,GPCR,JC,0.9999127232840278,0.999951565023444
ENSG00000122420,GPCR,LG,0.9999690836341192,0.9999980093046212
ENSG00000122420,GPCR,WAG,0.9999770355090881,0.9999989655170914
ENSG00000122420,GPCR,JTT,0.9999784065293745,0.9999989546606379
ENSG00000122420,GPCR,gcpREV,0.9999453650768161,0.9999971454853823
ENSG00000122420,GPCR,mtMet,0.9999662044908016,0.9999965655657328
ENSG00000122420,GPCR,HIVb,0.99996078900205565,0.9999975536492958
ENSG00000122420,GPCR,JC,0.9999691521320354,0.9999883537387221
ENSG00000124557,GPCR,LG,0.9999671562886391,0.9999986302075038
ENSG00000124557,GPCR,WAG,0.9999574713558469,0.9999990818436071
ENSG00000124557,GPCR,JTT,0.999963058089617,0.9999990743800927
ENSG00000124557,GPCR,gcpREV,0.9999470711804977,0.9999983034082504
ENSG00000124557,GPCR,mtMet,0.9999410591848137,0.9999972384689811
ENSG00000124557,GPCR,HIVb,0.9999389714039012,0.9999985763765219
ENSG00000124557,GPCR,JC,0.9999773244812125,0.9999985331789233
ENSG00000124731,GPCR,LG,0.9998618056943483,0.9999927477169188
ENSG00000124731,GPCR,WAG,0.9999192008049631,0.9998209396151045
ENSG00000124731,GPCR,JTT,0.9999348035050253,0.9999974865188829
ENSG00000124731,GPCR,gcpREV,0.9999112138240619,0.9999953232510052
ENSG00000124731,GPCR,mtMet,0.9998586479500131,0.999968725292234
ENSG00000124731,GPCR,HIVb,0.999913442749692,0.9999904453194709
ENSG00000124731,GPCR,JC,0.9999517061564979,0.9999989989803633
ENSG00000125245,GPCR,LG,0.9999799693126117,0.9999989274922391
ENSG00000125245,GPCR,WAG,0.9999874684973367,0.9999995484792573
ENSG00000125245,GPCR,JTT,0.9999912180808121,0.999999527945533
ENSG00000125245,GPCR,gcpREV,0.9999886525740895,0.9999991510948939
ENSG00000125245,GPCR,mtMet,0.9999852976858509,0.9999985626851677
ENSG00000125245,GPCR,HIVb,0.9999821401348612,0.9999989259595315
ENSG00000125245,GPCR,JC,0.9999802653257681,0.9999995591292883
ENSG00000126010,GPCR,LG,0.9999448388613827,0.9999950883551955
ENSG00000126010,GPCR,WAG,0.999966675061305,0.9999969803996023
ENSG00000126010,GPCR,JTT,0.99996857716729,0.9999971100402428
ENSG00000126010,GPCR,gcpREV,0.9999313719194706,0.999992608182875
ENSG00000126010,GPCR,mtMet,0.9999557189036,0.9999940391945729
ENSG00000126010,GPCR,HIVb,0.999976337773643,0.9999961596801794
ENSG00000126010,GPCR,JC,0.9999340348064129,0.9999972756551554
ENSG00000127364,GPCR,LG,0.9997793599333178,0.9999875547668549
ENSG00000127364,GPCR,WAG,0.9998110345773715,0.9999919736559632
ENSG00000127364,GPCR,JTT,0.9998477258924414,0.9999943823865056
ENSG00000127364,GPCR,gcpREV,0.9997909674939641,0.9999136590989355
ENSG00000127364,GPCR,mtMet,0.9997492593116178,0.9998521968980268
ENSG00000127364,GPCR,HIVb,0.9997753268778293,0.9999728126283706
ENSG00000127364,GPCR,JC,0.9998191005611433,0.999379651464685
ENSG00000128285,GPCR,LG,0.999674424716456,0.999917847965488
ENSG00000128285,GPCR,WAG,0.9998364377609061,0.9999423639225204
ENSG00000128285,GPCR,JTT,0.9997873314919006,0.9999638465820074
ENSG00000128285,GPCR,gcpREV,0.9997699612164177,0.9999109741666545
ENSG00000128285,GPCR,mtMet,0.9997790688536189,0.9999262008709577
ENSG00000128285,GPCR,HIVb,0.9998157342483192,0.9999455219393856
ENSG00000128285,GPCR,JC,0.9997987863521418,0.9998864078974983
ENSG00000128519,GPCR,LG,0.9998092764331323,0.999986884510957
ENSG00000128519,GPCR,WAG,0.9998480376708977,0.9999924913864665
ENSG00000128519,GPCR,JTT,0.9998342729854699,0.9999927967558955
ENSG00000128519,GPCR,gcpREV,0.9996435491151395,0.9999327458186055
ENSG00000128519,GPCR,mtMet,0.999811919067552,0.9999869647650773
ENSG00000128519,GPCR,HIVb,0.9996968462652127,0.9999839244380001
ENSG00000128519,GPCR,JC,0.9997783331381714,0.9999872208601243
ENSG00000129048,GPCR,LG,0.9999824803740007,0.9999995242912721
ENSG00000129048,GPCR,WAG,0.9999914009195905,0.9999997122139745
ENSG00000129048,GPCR,JTT,0.9999860968206193,0.9999997180078404
ENSG00000129048,GPCR,gcpREV,0.9999777388363713,0.999999336904857
ENSG00000129048,GPCR,mtMet,0.9999546739951211,0.9999988536771441
ENSG00000129048,GPCR,HIVb,0.9999811945389585,0.9999995073481053
ENSG00000129048,GPCR,JC,0.9999724347063602,0.9999995976009984
ENSG00000130234,GPCR,LG,0.9999750255682696,0.9999981030341927
ENSG00000130234,GPCR,WAG,0.9999712087234605,0.9999988692623968
ENSG00000130234,GPCR,JTT,0.9999696577906999,0.9999985840443345
ENSG00000130234,GPCR,gcpREV,0.9999619801204288,0.9999975672012424
ENSG00000130234,GPCR,mtMet,0.9999490116658735,0.999996252248347
ENSG00000130234,GPCR,HIVb,0.9999542364451802,0.9999973263106814
ENSG00000130234,GPCR,JC,0.9999050681446011,0.9999987582390948
ENSG00000132517,GPCR,LG,0.9999659933624331,0.9999980385719041
ENSG00000132517,GPCR,WAG,0.999972706846499,0.9999980320397186
ENSG00000132517,GPCR,JTT,0.9999700402806118,0.999999290572562
ENSG00000132517,GPCR,gcpREV,0.9999611307547127,0.9999985112615158
ENSG00000132517,GPCR,mtMet,0.9999388256865878,0.9999974302957859
ENSG00000132517,GPCR,HIVb,0.9999672482106594,0.9999990678643723
ENSG00000132517,GPCR,JC,0.9999641737696581,0.9999988615623006
