dataset,sequences,sites,model,type,logl,AICc,nparam,treelength
ENSG00000120907,25,490,mtMet-G,gpcr,-3927.14207353,7989.0321359,67,1.53074197988
ENSG00000171631,21,384,JC69-No,gpcr,-3829.28102759,7775.41702082,58,1.34864904367
ENSG00000172377,22,317,LG-No,gpcr,-3946.39222823,8013.84333105,60,2.20592946867
ENSG00000198104,20,317,LG-No,gpcr,-3766.98744724,7646.9909696,56,1.67822565559
ENSG00000135312,21,392,WAG-No,gpcr,-2962.33586979,6041.50913098,58,0.752453025126
ENSG00000174417,28,413,JC69-No,gpcr,-3496.50276427,7137.92033144,72,0.961521704914
ENSG00000163485,20,368,JTT-No,gpcr,-2608.42546979,5329.72510089,56,0.839297572405
ENSG00000139193,22,295,gcpREV-No,gpcr,-5207.07009883,10535.2787884,60,3.8271996294
ENSG00000173391,25,489,LG-G,gpcr,-7504.17192684,15143.0933807,67,6.13315792593
ENSG00000180988,21,328,LG-G,gpcr,-3316.45539427,6751.9476954,59,2.28616336384
ENSG00000183625,21,382,mtMet-No,gpcr,-6084.69774068,12286.2549564,58,3.08316737116
ENSG00000164251,23,411,gcpREV-G,gpcr,-4851.12313263,9829.10514267,63,2.83927562811
ENSG00000128285,20,447,LG-G,gpcr,-3593.65669332,7302.05781357,57,2.50744731109
ENSG00000174343,20,484,LG-No,gpcr,-3960.56780092,8033.79901242,56,0.844557394167
ENSG00000184140,21,315,gcpREV-No,gpcr,-4364.19132056,8845.42657035,58,2.36420938843
ENSG00000176893,20,314,gcpREV-G,gpcr,-2838.62143368,5792.30554817,57,1.4922004464
ENSG00000092421,21,1080,WAG-G,gpcr,-7322.59800789,14763.5090131,59,0.702960325692
ENSG00000125245,30,336,JC69-No,gpcr,-4122.53903634,8398.24812167,76,1.4988839961
ENSG00000121853,26,371,WAG-G,gpcr,-2998.58875373,6134.157355,68,1.33053997874
ENSG00000181927,21,321,WAG-G,gpcr,-4692.16326856,9503.38625873,59,3.06316074528
ENSG00000183625,21,382,JTT-No,gpcr,-5995.01582724,12106.8911295,58,2.9632928345
ENSG00000117400,20,712,gcpREV-G,gpcr,-9624.64880056,19363.7638259,57,3.61257863972
ENSG00000148604,22,308,LG-G,gpcr,-3502.07053706,7127.26767525,61,2.04789344282
ENSG00000118432,32,476,LG-No,gpcr,-2350.56647863,4859.96717056,79,0.278274215574
ENSG00000174343,20,484,HIVBm-G,gpcr,-3689.0551444,7492.79746402,57,1.12174274286
ENSG00000117400,20,712,WAG-G,gpcr,-9602.2048599,19318.8759446,57,3.18451631182
ENSG00000124731,20,253,LG-No,gpcr,-5558.52236899,11230.3207724,56,5.39536319345
ENSG00000154165,25,365,mtMet-G,gpcr,-4640.929658,9416.86538865,67,2.76696750417
ENSG00000135914,22,484,JC69-G,gpcr,-5839.52410814,11801.7627449,61,1.79411298736
ENSG00000139874,21,392,JTT-No,gpcr,-1764.58046729,3645.998326,58,0.252783875605
ENSG00000174948,21,778,mtMet-G,gpcr,-10198.2930013,20515.0209454,59,3.11196227347
ENSG00000188340,21,317,gcpREV-No,gpcr,-3092.14723215,6301.33174833,58,1.1908770765
ENSG00000109991,20,400,LG-No,gpcr,-2635.93250286,5384.66873227,56,0.560042784082
ENSG00000166160,20,417,HIVBm-G,gpcr,-3821.10500814,7757.00837417,57,1.96009019501
ENSG00000121966,20,362,JTT-No,gpcr,-2397.74990831,4908.38858176,56,0.627839626498
ENSG00000107779,22,538,gcpREV-No,gpcr,-2765.08507082,5648.77136446,59,0.333890585733
ENSG00000089692,21,565,HIVBm-No,gpcr,-10549.3004273,21215.1805599,58,4.38847661513
ENSG00000164849,24,337,LG-No,gpcr,-4703.40466238,9535.84634334,64,2.305545972
ENSG00000164128,29,385,WAG-G,gpcr,-3173.82550468,6496.65191108,74,1.34524522335
ENSG00000169860,22,376,LG-G,gpcr,-2338.54501874,4800.01135294,61,0.89136338878
ENSG00000157219,25,370,LG-No,gpcr,-4785.03003783,9703.02315962,66,2.27750749386
ENSG00000168229,23,366,LG-No,gpcr,-5668.91991175,11462.7748325,62,2.52352212271
ENSG00000111291,28,357,WAG-No,gpcr,-5723.58173586,11592.2228288,72,2.83674364107
ENSG00000122420,29,371,WAG-No,gpcr,-4112.65023612,8374.33940898,74,1.46807482305
ENSG00000109163,30,328,mtMet-No,gpcr,-4034.07016827,8221.33914838,76,1.72578119745
ENSG00000173391,25,489,mtMet-G,gpcr,-7419.58162352,14973.9127741,67,7.4663394873
ENSG00000101958,20,452,gcpREV-No,gpcr,-1842.28426832,3795.25420004,55,0.165821696494
ENSG00000168229,23,366,JTT-No,gpcr,-5457.55756337,11040.0501357,62,2.47273810471
ENSG00000177535,23,322,LG-No,gpcr,-4162.16731759,8449.39850553,62,2.00863515512
ENSG00000150637,23,355,WAG-G,gpcr,-6913.38859662,13953.7726259,63,4.49073717759
ENSG00000139514,24,644,mtMet-G,gpcr,-6929.72134314,13990.0001912,65,3.92322060507
ENSG00000022355,22,466,WAG-G,gpcr,-2657.24847054,5435.21522192,60,0.644058389892
ENSG00000172935,20,345,mtMet-No,gpcr,-3638.2494461,7389.43181635,56,1.48673959268
ENSG00000184984,26,533,JC69-No,gpcr,-6190.65588468,12517.9923118,68,1.34475481471
ENSG00000120659,24,328,gcpREV-G,gpcr,-3402.42334557,6935.94584564,65,1.69527354455
ENSG00000109991,20,400,JC69-No,gpcr,-2792.34970874,5697.50314402,56,0.586715889139
ENSG00000183671,26,368,HIVBm-No,gpcr,-4926.8810278,9990.74994906,68,2.20979623457
ENSG00000011677,20,501,LG-No,gpcr,-2686.58304646,5485.80686376,56,0.387912648332
ENSG00000168539,20,465,JTT-G,gpcr,-2055.37990014,4221.42617847,55,0.298162708929
ENSG00000078549,20,548,JC69-No,gpcr,-4297.90529765,8708.39612222,56,0.81591823684
ENSG00000117400,20,712,gcpREV-No,gpcr,-9774.71411929,19661.8783549,56,3.14546631328
ENSG00000184984,26,533,HIVBm-G,gpcr,-5308.25847304,10755.2175553,69,1.49032320445
ENSG00000151617,20,428,JTT-G,gpcr,-2631.88910386,5378.55590708,57,0.632837331831
ENSG00000161649,21,486,mtMet-No,gpcr,-8025.25498022,16167.1844455,58,5.51151464035
ENSG00000184140,21,315,HIVBm-No,gpcr,-4344.51014858,8806.06422639,58,2.39586805886
ENSG00000180245,21,388,LG-No,gpcr,-4873.55613238,9863.95835203,58,2.12214938646
ENSG00000135973,21,374,LG-No,gpcr,-3818.55236182,7753.98272235,58,1.36775406048
ENSG00000174343,20,484,gcpREV-G,gpcr,-3731.05029714,7576.78776951,57,1.12816231447
ENSG00000172381,22,319,LG-No,gpcr,-3769.45845406,7659.96908578,60,1.97472254996
ENSG00000078549,20,548,HIVBm-G,gpcr,-3923.1175408,7960.84157582,57,0.967452558783
ENSG00000136869,21,847,mtMet-G,gpcr,-14617.8634565,29354.1263038,59,4.53399149816
ENSG00000128285,20,447,JC69-G,gpcr,-3708.41741618,7531.57925928,57,1.37047126292
ENSG00000109991,20,400,HIVBm-G,gpcr,-2548.86332068,5212.55917724,57,0.692644442298
ENSG00000174343,20,484,JTT-No,gpcr,-3866.60312461,7845.8696598,56,0.838540723117
ENSG00000184194,22,385,JTT-No,gpcr,-1628.08076728,3364.86741692,54,0.2347108939
ENSG00000126010,24,391,gcpREV-No,gpcr,-3050.83305554,6230.55891074,64,0.86047907805
ENSG00000197403,20,312,JTT-No,gpcr,-2762.31362016,5637.65974881,56,1.01817690949
ENSG00000101958,20,452,mtMet-No,gpcr,-1833.06101238,3776.80768816,55,0.167114389462
ENSG00000174946,22,329,LG-No,gpcr,-3370.83188001,6860.65010719,59,1.3623442944
ENSG00000124557,21,543,mtMet-G,gpcr,-7841.01060034,15800.6453742,59,4.40057426719
ENSG00000157219,25,370,HIVBm-No,gpcr,-4709.08823989,9551.13956374,66,2.39756008501
ENSG00000164251,23,411,HIVBm-No,gpcr,-5104.87568588,10334.5833206,62,1.97334163955
ENSG00000183813,21,376,LG-G,gpcr,-3520.98286725,7158.83902786,58,1.55878686968
ENSG00000118432,32,476,JTT-No,gpcr,-2324.86521508,4808.56464347,79,0.27779300571
ENSG00000174417,28,413,JTT-G,gpcr,-3016.63820173,6180.21669938,73,1.04194840147
ENSG00000147380,20,417,LG-G,gpcr,-3797.13932732,7709.07701252,57,1.68478164509
ENSG00000171631,21,384,JC69-G,gpcr,-3663.30256228,7445.48968227,59,1.59989793007
ENSG00000151577,22,460,HIVBm-No,gpcr,-4492.11724781,9104.96220214,60,1.37695491586
ENSG00000112964,20,688,WAG-No,gpcr,-7515.84683378,15144.1595509,56,1.6210677875
ENSG00000170775,27,643,mtMet-No,gpcr,-8772.59130004,17685.7574989,70,2.17841834337
ENSG00000121594,20,357,HIVBm-No,gpcr,-6588.59159594,13290.0845049,56,5.49235391674
ENSG00000159164,20,744,gcpREV-G,gpcr,-3074.13157542,6262.70924448,57,0.192557653999
ENSG00000180708,20,351,gcpREV-G,gpcr,-3699.77040431,7514.49053571,57,2.75078540396
ENSG00000166160,20,417,JC69-No,gpcr,-4339.30100138,8791.37273801,56,1.45910035749
ENSG00000165029,20,2293,JTT-G,gpcr,-15315.9965349,30746.1374302,57,0.741753450948
ENSG00000170214,28,528,JTT-No,gpcr,-3831.27052058,7807.2556085,72,0.838720495579
ENSG00000169252,24,422,WAG-G,gpcr,-4134.50487748,8399.86246814,65,1.42277731561
ENSG00000122420,29,371,WAG-G,gpcr,-3941.96700924,8035.00113446,75,1.83339963491
ENSG00000188778,23,427,LG-No,gpcr,-6108.12353468,12341.0476432,62,2.22505608595
ENSG00000167359,20,323,HIVBm-No,gpcr,-3041.38097088,6195.7589744,56,1.18207734253
ENSG00000174343,20,484,JC69-No,gpcr,-4181.68818647,8476.03978353,56,0.860596639935
ENSG00000169618,24,395,HIVBm-No,gpcr,-3723.88059877,7576.64489376,64,1.20628481412
ENSG00000184574,23,413,LG-G,gpcr,-3895.59378585,7918.04226168,63,8.72636828315
ENSG00000187918,20,324,gcpREV-No,gpcr,-3233.4141228,6579.82217367,56,1.46373997639
ENSG00000132975,25,335,gcpREV-G,gpcr,-2476.55030972,5086.16513557,66,1.296978192
ENSG00000022355,22,466,JC69-G,gpcr,-2705.47013211,5531.65854505,60,0.576613007295
ENSG00000125245,30,336,HIVBm-G,gpcr,-3357.2251822,6869.6513242,77,1.92794546593
ENSG00000174417,28,413,HIVBm-G,gpcr,-3034.820853,6216.58200192,73,1.19577128634
ENSG00000171631,21,384,HIVBm-G,gpcr,-3302.21340742,6723.31137256,59,1.77229905126
ENSG00000168539,20,465,WAG-No,gpcr,-2114.44601627,4337.534542,54,0.264561649706
ENSG00000137070,20,470,LG-No,gpcr,-6004.80778389,12122.2988601,56,2.44482741763
ENSG00000204695,23,325,JC69-No,gpcr,-5446.91752389,11018.8890143,62,2.7846704933
ENSG00000159346,24,377,WAG-G,gpcr,-2390.12866851,4909.18353094,64,0.707454124925
ENSG00000174804,22,542,JTT-G,gpcr,-2659.01318123,5440.66402896,61,0.397266659863
ENSG00000183671,26,368,JTT-No,gpcr,-4864.18026267,9865.3484188,68,2.13582950632
ENSG00000049249,22,283,WAG-No,gpcr,-5404.33914698,10929.8656419,60,4.32020266797
ENSG00000157219,25,370,WAG-No,gpcr,-4729.71571828,9592.39452051,66,2.20632013119
ENSG00000184394,24,318,JC69-G,gpcr,-3239.55067589,6610.2353724,65,4.95801692824
ENSG00000104290,20,667,WAG-No,gpcr,-3014.15095723,6140.78252877,56,0.252806007258
ENSG00000181803,20,332,WAG-G,gpcr,-3369.60334709,6854.21125207,57,1.64392286483
ENSG00000155249,22,324,LG-No,gpcr,-2915.76384981,5952.56349982,60,1.03292974125
ENSG00000120659,24,328,HIVBm-No,gpcr,-3468.28489994,7065.63551014,64,1.53694528672
ENSG00000183840,24,474,JC69-No,gpcr,-6978.37904771,14085.4936626,64,2.26656638639
ENSG00000144476,29,364,WAG-G,gpcr,-3518.81912064,7188.72602755,75,1.55141867456
ENSG00000130234,20,824,WAG-G,gpcr,-11386.733524,22887.8696787,57,2.61234754125
ENSG00000121594,20,357,JTT-No,gpcr,-6533.78203549,13180.465384,56,4.97030177342
ENSG00000132975,25,335,LG-G,gpcr,-2504.90063439,5142.8657849,66,1.22213238949
ENSG00000161911,26,381,HIVBm-G,gpcr,-7668.56172525,15476.1055571,69,7.45507169606
ENSG00000178394,20,422,LG-No,gpcr,-3413.67134283,6940.10422687,56,0.852929643864
ENSG00000110848,26,211,JC69-No,gpcr,-5166.91783597,10471.5679961,68,4.52201371221
ENSG00000184984,26,533,WAG-No,gpcr,-5682.57904508,11501.8386326,68,1.29720141617
ENSG00000082556,24,383,HIVBm-G,gpcr,-2841.76146705,5814.46310503,65,1.50513145809
ENSG00000137462,23,788,WAG-G,gpcr,-13054.1921869,26234.8308854,63,3.27113345944
ENSG00000130234,20,824,JC69-G,gpcr,-12466.6310577,25047.6647459,57,2.70348171333
ENSG00000092421,21,1080,gcpREV-No,gpcr,-7456.5938232,15029.4901971,58,0.666084525018
ENSG00000139193,22,295,WAG-No,gpcr,-5129.31617983,10379.7709504,60,3.68428649108
ENSG00000180616,25,375,WAG-G,gpcr,-2542.68780771,5220.35466344,67,1.12229691866
ENSG00000183671,26,368,gcpREV-G,gpcr,-4765.53138825,9670.07983271,69,2.55163707985
ENSG00000161911,26,381,mtMet-No,gpcr,-8004.22534788,16145.4046451,68,6.13779524474
ENSG00000163702,21,845,WAG-G,gpcr,-11339.5726973,22797.5457338,59,3.36136667781
ENSG00000109163,30,328,JC69-G,gpcr,-4350.75510059,8856.74068673,77,1.88791792105
ENSG00000146904,20,1002,JTT-G,gpcr,-9214.4847454,18543.3003886,57,1.30448085467
ENSG00000163702,21,845,JC69-No,gpcr,-12429.9026877,24976.1923481,58,2.81832495038
ENSG00000176893,20,314,HIVBm-No,gpcr,-2910.5079394,5934.04175056,56,1.16362821116
ENSG00000172377,22,317,LG-G,gpcr,-3842.78370578,7808.66174027,61,2.65805144639
ENSG00000137070,20,470,JC69-G,gpcr,-6136.50906567,12387.7259027,57,2.81376257435
ENSG00000117400,20,712,HIVBm-No,gpcr,-9674.6638216,19461.7777595,56,3.25353788668
ENSG00000173890,22,341,LG-No,gpcr,-5449.38202305,11019.7477848,60,3.14303719471
ENSG00000162594,20,698,gcpREV-No,gpcr,-10996.857769,22106.1747195,56,3.43548818084
ENSG00000092421,21,1080,LG-G,gpcr,-7332.83465688,14783.9823111,59,0.715002293334
ENSG00000171631,21,384,JTT-G,gpcr,-3304.45856674,6727.80169121,59,1.49660906965
ENSG00000168079,22,508,JTT-G,gpcr,-5316.14142106,10754.9634252,61,1.67709434416
ENSG00000159164,20,744,mtMet-G,gpcr,-3060.61911309,6235.68431983,57,0.188937454961
ENSG00000164930,22,723,JC69-G,gpcr,-6888.23938701,13898.9561787,61,1.19965003383
ENSG00000204305,21,477,JC69-G,gpcr,-6183.31048875,12485.332035,59,2.52766702107
ENSG00000089692,21,565,gcpREV-G,gpcr,-10440.8609543,21000.3216545,59,5.22280828775
ENSG00000036828,25,1110,mtMet-G,gpcr,-8730.75468016,17595.8385273,67,1.65515146974
ENSG00000169252,24,422,mtMet-G,gpcr,-4119.95809413,8370.76890143,65,1.64766362146
ENSG00000133019,25,594,WAG-No,gpcr,-5235.15779731,10602.9138494,66,0.960935005612
ENSG00000189143,26,212,JC69-No,gpcr,-2167.39247056,4466.36040935,65,1.2327758906
ENSG00000128285,20,447,JC69-No,gpcr,-3914.11127893,7940.94123399,56,1.00964983531
1SMN_A,183,474,HIVBm-No,enzyme,-67491.788908,135750.966137,382,75.8923322499
1CEL_A,301,904,LG-G,enzyme,-138973.185745,279187.198765,619,75.8761765758
1J79_A,301,481,mtMet-No,enzyme,-98033.8299233,197308.966959,618,58.7537940392
1CZ1_A,301,858,gcpREV-G,enzyme,-150384.246391,302009.472001,619,96.2118855191
1QFM_A,301,1406,JC69-G,enzyme,-236574.699229,474389.214798,619,83.9802808116
1FPS_A,301,930,WAG-G,enzyme,-94637.4721864,190515.692431,619,63.4819026213
1TYF_A,301,253,gcpREV-G,enzyme,-41939.538054,85127.238024,619,91.8051416497
1AF7_A,301,416,mtMet-No,enzyme,-104680.630605,210603.401679,618,92.8853771081
1NBA_A,301,336,WAG-No,enzyme,-79088.4321236,159420.475736,618,89.3495086137
1BJO_A,301,555,JTT-No,enzyme,-102065.429134,205371.455135,618,59.0362711699
1TAH_B,301,627,HIVBm-No,enzyme,-105760.408269,212760.883797,618,85.9987745997
1NBA_A,301,336,LG-G,enzyme,-75105.6282725,151456.892742,619,123.010510038
1OS7_A,301,481,HIVBm-G,enzyme,-94537.2857364,190317.895798,619,105.215534294
206L_A,143,415,JTT-G,enzyme,-30959.4534367,62528.0271457,303,60.2425116467
1CEL_A,301,904,JTT-G,enzyme,-140145.526104,281531.879483,619,74.1748126853
1GPJ_A,301,659,JTT-No,enzyme,-162204.379618,325648.628377,618,96.5883092348
1G72_A,301,1165,gcpREV-No,enzyme,-166293.327587,333824.840841,618,63.5346209412
1L1D_A,301,194,gcpREV-G,enzyme,-36979.6856639,75210.6568887,619,69.6524670872
2JCW_A,301,301,LG-G,enzyme,-35408.8232803,72064.176806,619,53.6967531222
1E7Q_A,301,505,JC69-No,enzyme,-98199.6422297,197640.338322,618,57.9671999186
1TRK_B,301,1055,LG-No,enzyme,-180928.12402,363094.662041,618,57.3122904787
1A4L_A,301,888,JTT-No,enzyme,-118906.116666,239051.102372,618,82.0908229376
1K30_A,66,562,HIVBm-G,enzyme,-32921.0996647,66141.4093342,149,47.3055817587
1YON_A,301,523,JC69-G,enzyme,-113491.542793,228225.980645,619,78.3863364144
1QI9_A,97,1462,WAG-G,enzyme,-73781.2297515,147985.091302,211,55.1938925546
1GDH_A,301,398,LG-G,enzyme,-93833.982681,188912.405813,619,89.7979857933
1AJ8_A,301,544,gcpREV-No,enzyme,-107346.837529,215934.365227,618,67.9012475579
206L_A,143,415,JTT-No,enzyme,-32421.4520006,65450.0036929,302,56.7834511438
1B93_A,301,210,JC69-No,enzyme,-50826.2879236,102900.799394,618,66.8544368748
1E2A_A,301,155,HIVBm-No,enzyme,-39653.4736967,80559.5666479,618,102.091596883
1PMA_B,301,311,JC69-No,enzyme,-79426.2413517,160096.710121,618,80.0347261167
3PVA_A,301,565,HIVBm-No,enzyme,-137234.297666,275709.110541,618,113.60409455
1DJ0_A,301,439,WAG-G,enzyme,-75678.8039737,152601.444062,619,75.3851381559
1S3I_A,266,571,JC69-G,enzyme,-105948.773191,212999.53684,549,81.329240061
1G79_A,301,319,LG-G,enzyme,-57442.8422016,116131.73019,619,93.3820865985
2DOR_A,301,484,gcpREV-No,enzyme,-106626.087938,214493.449953,618,87.4228428327
1BF2_A,301,1450,LG-G,enzyme,-195847.791642,392935.344429,619,103.927654761
1TLP_E,34,493,gcpREV-No,enzyme,-15005.1439378,30179.1441447,84,11.699449444
1WGI_A,301,760,LG-G,enzyme,-73326.0576307,147893.479687,619,78.9816010215
1BZC_A,83,698,WAG-G,enzyme,-25844.6277965,52056.421723,183,33.2456381813
1GCB_A,301,783,JC69-G,enzyme,-166456.497698,334154.260734,619,96.2721656964
1FF3_A,301,306,JTT-G,enzyme,-55662.4461197,112571.282157,619,63.011946803
1TAH_B,301,627,gcpREV-G,enzyme,-97287.455722,195816.991888,619,105.391493436
1TRK_B,301,1055,JC69-G,enzyme,-190829.782919,382899.987659,619,58.3033917198
1BQC_A,75,696,gcpREV-No,enzyme,-34200.5535122,68734.1725789,166,27.8104398272
1B93_A,301,210,HIVBm-G,enzyme,-42650.2617375,86550.7867758,619,119.763218146
1PMA_B,301,311,HIVBm-G,enzyme,-68872.2092877,138990.672708,619,117.457754258
1L1D_A,301,194,HIVBm-No,enzyme,-42409.3663847,86067.9752446,618,64.5871187756
1TAH_B,301,627,WAG-No,enzyme,-101223.378568,203686.824396,618,74.4499795514
1CZ1_A,301,858,HIVBm-No,enzyme,-163920.587366,329080.14433,618,102.918725351
1SMN_A,183,474,gcpREV-G,enzyme,-62872.6932821,126514.792664,383,99.0005918677
1SML_A,301,472,mtMet-No,enzyme,-119368.922756,239979.254262,618,111.396882481
1J79_A,301,481,gcpREV-No,enzyme,-94470.4170024,190182.141118,618,59.2188802939
1GDH_A,301,398,WAG-G,enzyme,-94064.2155558,189372.871562,619,82.6548833447
1C2T_A,301,284,gcpREV-No,enzyme,-64856.5519376,130958.119182,618,69.204171799
1TYF_A,301,253,HIVBm-No,enzyme,-49626.6713294,100499.47166,618,50.4640929205
1YCF_A,301,608,JTT-G,enzyme,-130785.209288,262812.626967,619,85.7151341407
1UAQ_A,301,327,WAG-No,enzyme,-43553.3041087,88350.4305223,618,61.1308102336
1OS7_A,301,481,JTT-No,enzyme,-96908.5492786,195058.40567,618,77.9506676679
1E7Q_A,301,505,HIVBm-G,enzyme,-81937.4015109,165117.873273,619,106.225165747
1K30_A,66,562,JC69-No,enzyme,-36492.1656144,73281.5250681,148,21.8884603232
1YCF_A,301,608,mtMet-G,enzyme,-133156.457616,267555.123623,619,99.51543246
1L7N_A,201,265,JTT-No,enzyme,-44673.1467442,90188.9218804,418,46.3894925838
1E2A_A,301,155,gcpREV-G,enzyme,-35930.4948444,73115.6630894,619,138.897578965
3PVA_A,301,565,gcpREV-G,enzyme,-127089.839228,255422.208303,619,142.472993523
1B93_A,301,210,mtMet-No,enzyme,-47396.8042567,96041.8320598,618,73.2416668162
1NU3_A,164,222,JTT-No,enzyme,-29706.3177914,60107.2173979,344,59.5740057743
1AF7_A,301,416,WAG-G,enzyme,-92156.6922386,185557.544868,619,105.276761292
1JOF_A,88,714,mtMet-G,enzyme,-30953.5957746,62294.3870535,193,36.6986787948
1OS7_A,301,481,JC69-No,enzyme,-105857.894167,212957.095448,618,75.2583767302
1ZE1_A,301,532,JTT-G,enzyme,-119878.648013,241000.107952,619,133.006003286
1ZE1_A,301,532,JC69-G,enzyme,-130982.002402,263206.816731,619,100.704490561
1E3V_A,216,220,JTT-No,enzyme,-33374.1625473,67652.8718432,448,65.8654248317
1CEL_A,301,904,WAG-No,enzyme,-146519.000625,294276.819396,618,71.623261441
1S95_A,77,698,JTT-No,enzyme,-25334.6045204,51010.2942484,170,17.451938638
2JCW_A,301,301,WAG-No,enzyme,-38317.8508949,77880.2044236,618,50.6678693439
1FR8_A,121,821,mtMet-G,enzyme,-35543.3834703,71606.1262324,259,85.6525011312
1AF7_A,301,416,LG-No,enzyme,-100434.255168,202110.650806,618,85.8842636769
1B8F_A,301,648,WAG-No,enzyme,-138370.712751,277981.360533,618,56.6557713296
1OAC_A,301,1304,HIVBm-No,enzyme,-229871.882653,460981.717624,618,86.0283088875
1UAQ_A,301,327,gcpREV-No,enzyme,-45188.8081534,91621.4386116,618,67.0923208189
1GTP_A,301,338,WAG-No,enzyme,-60834.0400258,122911.646226,618,56.9294914682
1A16_A,301,603,mtMet-No,enzyme,-141191.336645,283622.902985,618,75.7788449537
1A50_B,301,564,JC69-G,enzyme,-102116.721827,205475.981563,619,62.3835435391
1H3I_A,39,647,JC69-G,enzyme,-19859.2827338,39909.2910912,95,21.1652819989
1E6E_A,301,1077,LG-G,enzyme,-138885.234271,279010.840797,619,111.922276005
1DBT_A,301,314,mtMet-No,enzyme,-82660.2335553,166564.615404,618,80.6091372136
1A4L_A,301,888,JTT-G,enzyme,-112512.673043,226266.224421,619,154.20540872
1CF2_O,301,475,WAG-No,enzyme,-98218.801073,197678.976587,618,63.835219685
1E6E_A,301,1077,HIVBm-No,enzyme,-153597.371464,308433.107525,618,81.3577010666
1MQW_A,301,313,mtMet-G,enzyme,-65048.7533492,131343.707739,619,110.395409277
1AF7_A,301,416,HIVBm-G,enzyme,-94824.5611495,190893.282689,619,143.058181746
1QRG_A,301,416,JC69-No,enzyme,-77468.5380898,156179.216648,618,91.2468029799
1REQ_A,301,992,JTT-No,enzyme,-159582.442161,320403.451951,618,41.4063113078
1L7N_A,201,265,gcpREV-G,enzyme,-41812.7768863,84470.2140053,419,58.5475898654
1OH9_A,301,409,WAG-No,enzyme,-91402.5526026,184047.351299,618,80.6061433523
1GA8_A,131,500,gcpREV-No,enzyme,-68613.0649557,137784.508348,278,86.952916201
1PMA_B,301,311,gcpREV-No,enzyme,-70794.1380046,142832.503427,618,86.9318354687
1BZC_A,83,698,LG-No,enzyme,-26932.7791648,54230.7117642,182,21.1512744034
1IVH_A,301,650,mtMet-No,enzyme,-93833.8871544,188907.697193,618,45.4914469587
1QI9_A,97,1462,WAG-No,enzyme,-77023.882951,154468.391736,210,34.060469418
1UQT_A,301,756,mtMet-G,enzyme,-141797.035472,284835.453219,619,152.436745761
3ECA_A,301,471,WAG-No,enzyme,-108546.550409,218334.521103,618,70.240705573
1GDH_A,301,398,LG-No,enzyme,-99324.3852945,199891.19021,618,71.0209323787
1GP1_A,301,411,HIVBm-No,enzyme,-56235.5950452,113713.405636,618,81.5517376827
1GTP_A,301,338,LG-G,enzyme,-55841.6926634,112928.976062,619,77.0063135596
1C0K_A,301,1096,JTT-No,enzyme,-146053.903951,293346.131428,618,104.649466718
1CTT_A,301,662,mtMet-G,enzyme,-96923.271259,195088.406555,619,128.382116874
1QI9_A,97,1462,LG-No,enzyme,-77718.0558399,155856.737514,210,35.8769910363
1E6E_A,301,1077,gcpREV-G,enzyme,-140671.611827,282583.595911,619,110.60945501
1REQ_A,301,992,mtMet-No,enzyme,-167246.432949,335731.433526,618,43.5159980629
1L7N_A,201,265,HIVBm-No,enzyme,-46424.2117476,93691.0518871,418,52.6969268148
1TRK_B,301,1055,WAG-G,enzyme,-168405.478939,338051.3797,619,55.1313326201
1YON_A,301,523,LG-G,enzyme,-102669.848768,206582.592596,619,126.956234249
2DOR_A,301,484,mtMet-G,enzyme,-101775.999795,204795.290773,619,143.598766444
1A50_B,301,564,mtMet-G,enzyme,-93179.8951364,187602.328181,619,100.603546245
1A8H_A,154,734,WAG-No,enzyme,-83998.6621182,168647.192732,324,37.3801723361
1OAC_A,301,1304,gcpREV-G,enzyme,-213963.722615,429167.40387,619,107.29086268
1DJ0_A,301,439,LG-No,enzyme,-82603.0451551,166447.907555,618,68.0593283284
1GTP_A,301,338,mtMet-No,enzyme,-63459.1175916,128161.801358,618,61.0158487725
1A16_A,301,603,gcpREV-No,enzyme,-137281.173827,275802.577348,618,74.894884469
1E7Q_A,301,505,mtMet-No,enzyme,-92376.9767696,185995.007402,618,61.0813802672
1DEK_A,35,420,gcpREV-No,enzyme,-15897.9677422,31968.9595042,86,24.7531628633
1QRG_A,301,416,HIVBm-G,enzyme,-68749.9974505,138744.155291,619,127.851236689
1FPS_A,301,930,LG-No,enzyme,-100672.409267,202583.557717,618,61.3493539744
1GDH_A,301,398,mtMet-G,enzyme,-98436.9362028,198118.312856,619,100.647635295
1NU3_A,164,222,mtMet-G,enzyme,-29538.5382104,59773.696686,345,97.1672095493
1AF7_A,301,416,JC69-No,enzyme,-110309.129465,221860.399399,618,81.0902977551
1GP1_A,301,411,gcpREV-G,enzyme,-52111.0394536,105466.314619,619,97.8463860754
3PVA_A,301,565,JTT-G,enzyme,-126308.056935,253858.643718,619,129.561983598
1GP1_A,301,411,gcpREV-No,enzyme,-55176.0108087,111594.237164,618,76.7876887755
2DOR_A,301,484,LG-G,enzyme,-98170.7278752,197584.746932,619,117.327076363
1TYF_A,301,253,JTT-No,enzyme,-47408.5365854,96063.2021724,618,45.6588278737
1CZ1_A,301,858,JTT-No,enzyme,-157266.539592,315772.048781,618,88.2772046993
1IVH_A,301,650,JC69-G,enzyme,-93378.6172186,187999.170037,619,62.6052987621
1CBG_A,301,1260,JTT-G,enzyme,-145261.526024,291763.079197,619,122.647968109
